time_sec,source_time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_torque,hip_R_Joint_torque,thigh_L_Joint_torque,thigh_R_Joint_torque,knee_L_Joint_torque,knee_R_Joint_torque,wheel_L_Joint_torque,wheel_R_Joint_torque,hip_L_Joint_actual_torque,hip_R_Joint_actual_torque,thigh_L_Joint_actual_torque,thigh_R_Joint_actual_torque,knee_L_Joint_actual_torque,knee_R_Joint_actual_torque,wheel_L_Joint_actual_torque,wheel_R_Joint_actual_torque,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24
0.153748658,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.00843755859375,0.004218779296875,0.012656337890625,0.0,-0.02531267578125,0.0,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16226406200000001,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.012656337890625,0.0,0.004218779296875,0.0,-0.0506253515625,0.0039785302734375,0.0039785302734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.171664071,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656337890625,0.00843755859375,0.0,0.004218779296875,0.00843755859375,-0.033750234375,0.007957060546875,0.01591412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18190097500000002,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.012656337890625,0.004218779296875,0.004218779296875,0.0,-0.033750234375,0.007957060546875,0.007957060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19182984700000003,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.0168751171875,-0.004218779296875,0.012656337890625,0.0,-0.04218779296875,0.0039785302734375,-0.007957060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.202376734,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.00843755859375,0.0,0.00843755859375,0.00843755859375,-0.05906291015625,0.0039785302734375,-0.0119355908203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21282662900000002,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656337890625,0.00843755859375,-0.004218779296875,0.012656337890625,0.00843755859375,-0.02531267578125,0.007957060546875,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.224039819,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.0,0.0,0.012656337890625,0.00843755859375,-0.04218779296875,0.0039785302734375,-0.0039785302734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23467252900000002,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021093896484375,0.00843755859375,0.004218779296875,0.004218779296875,0.0,-0.0506253515625,0.007957060546875,0.0039785302734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24347042900000002,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.012656337890625,0.004218779296875,0.004218779296875,0.0,-0.05906291015625,0.007957060546875,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.253268773,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656337890625,0.012656337890625,0.0,0.012656337890625,0.0,-0.0506253515625,0.007957060546875,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.263016846,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02531267578125,0.0168751171875,0.0,0.00843755859375,0.0,-0.06750046875,0.007957060546875,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.273742101,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021093896484375,0.012656337890625,-0.004218779296875,0.004218779296875,0.0,-0.05906291015625,0.0039785302734375,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28286431900000003,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656337890625,0.012656337890625,0.004218779296875,0.00843755859375,0.00843755859375,-0.0506253515625,0.0,0.01591412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.292974407,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02531267578125,0.004218779296875,0.0,0.012656337890625,0.0,-0.033750234375,0.007957060546875,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.303575694,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037969013671875,0.00843755859375,0.0,0.012656337890625,0.00843755859375,-0.02531267578125,0.0039785302734375,0.01591412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.312737176,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.0168751171875,0.004218779296875,0.012656337890625,-0.00843755859375,-0.0168751171875,0.007957060546875,0.01591412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32262806400000005,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656337890625,0.012656337890625,0.0,0.012656337890625,0.0,-0.033750234375,0.007957060546875,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.332146378,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168751171875,0.00843755859375,0.004218779296875,0.004218779296875,0.00843755859375,-0.06750046875,0.0039785302734375,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34264590500000003,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656337890625,0.0,0.004218779296875,0.00843755859375,-0.05906291015625,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.352151354,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004218779296875,0.012656337890625,0.0,0.012656337890625,0.00843755859375,-0.02531267578125,0.0039785302734375,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.362648193,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.00843755859375,0.004218779296875,0.004218779296875,0.00843755859375,-0.05906291015625,0.0039785302734375,0.01591412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.372200362,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.012656337890625,0.0,0.004218779296875,0.00843755859375,-0.05906291015625,0.0039785302734375,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.382259314,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656337890625,0.0168751171875,0.00843755859375,0.004218779296875,0.0,-0.05906291015625,0.007957060546875,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39262988200000004,0.0,-0.0013264502315148974,0.0028274333882283287,0.6272713331667608,-0.6370277236854136,2.0186478128566385,-1.9982361872545704,-3.7097147784064677,4.631527876139793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.012656337890625,0.004218779296875,0.004218779296875,0.00843755859375,-0.06750046875,0.0039785302734375,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
