time_sec,source_time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_torque,hip_R_Joint_torque,thigh_L_Joint_torque,thigh_R_Joint_torque,knee_L_Joint_torque,knee_R_Joint_torque,wheel_L_Joint_torque,wheel_R_Joint_torque,hip_L_Joint_actual_torque,hip_R_Joint_actual_torque,thigh_L_Joint_actual_torque,thigh_R_Joint_actual_torque,knee_L_Joint_actual_torque,knee_R_Joint_actual_torque,wheel_L_Joint_actual_torque,wheel_R_Joint_actual_torque,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31
0.19090558100000002,0.190388353,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.07593802734375,-0.004218779296875,0.236251640625,-0.26578309570312497,0.0168751171875,-0.033750234375,0.0039785302734375,-0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.201138049,0.20046977700000002,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.080156806640625,-0.046406572265625,0.248907978515625,-0.26578309570312497,0.0506253515625,-0.0168751171875,0.0,-0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.211021965,0.210495649,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.080156806640625,-0.00843755859375,0.24468919921875,-0.26578309570312497,0.05906291015625,-0.0168751171875,-0.0119355908203125,-0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22107647700000002,0.22046654300000001,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.080156806640625,-0.033750234375,0.24468919921875,-0.26156431640625,0.0506253515625,-0.02531267578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.230966953,0.23046012500000002,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.080156806640625,-0.046406572265625,0.24468919921875,-0.26578309570312497,0.0506253515625,-0.02531267578125,-0.01591412109375,-0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24118767700000002,0.24048337200000003,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.080156806640625,-0.037969013671875,0.248907978515625,-0.26156431640625,0.02531267578125,-0.0168751171875,0.0039785302734375,-0.007957060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.250963366,0.250435034,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.080156806640625,-0.046406572265625,0.24468919921875,-0.26578309570312497,0.033750234375,-0.0168751171875,0.0039785302734375,-0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26096024500000004,0.260398088,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.080156806640625,-0.033750234375,0.24468919921875,-0.26578309570312497,0.0506253515625,-0.0168751171875,0.007957060546875,-0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27098730000000004,0.270388406,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.080156806640625,-0.037969013671875,0.248907978515625,-0.26578309570312497,0.05906291015625,0.00843755859375,-0.0119355908203125,-0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.281134326,0.280503624,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.09281314453125,-0.033750234375,0.248907978515625,-0.270001875,0.12656337890625,-0.033750234375,0.0039785302734375,-0.0358067724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29098723400000004,0.290470453,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.06750046875,-0.04218779296875,0.24468919921875,-0.26156431640625,0.1350009375,-0.0168751171875,0.0039785302734375,0.0517208935546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.301169269,0.300554598,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.07593802734375,-0.033750234375,0.248907978515625,-0.270001875,0.12656337890625,-0.02531267578125,0.0039785302734375,0.06763501464843749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31083177100000003,0.31036472000000004,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.06750046875,-0.037969013671875,0.248907978515625,-0.26156431640625,0.0506253515625,-0.0168751171875,0.0039785302734375,-0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32069783100000004,0.320240028,-0.027262915580777758,0.009697049324078222,0.8939236089510803,-0.8867162718049704,2.075233568867862,-2.0918120151002433,-3.4103506691166445,-0.32778592349392444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178874674233327,-0.029091147972234666,0.24502917314675932,-0.26665118458508896,0.05749929339641335,-0.007763954699269604,0.0,0.0,0.097031923828125,-0.029531455078125,0.248907978515625,-0.270001875,0.0506253515625,0.033750234375,0.0039785302734375,-0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
